DenunciaID;Fecha_Creacion;Comuna;Motivo_Denuncia;Rubro
2237;2019-01-15 12:08:21;7;Cumplimiento parcial o defectuoso de la prestacion del servicio - Sin Tono/Linea;SERVICIOS DE COMUNICACIONES
2238;2019-01-15 12:10:19;12;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2240;2019-01-15 12:25:52;12;No reconocimiento de pagos;SERVICIOS DE COMUNICACIONES
2242;2019-01-15 12:35:23;6;Cumplimiento parcial o defectuoso de la prestacion del servicio - Falta de o conectividad deficiente;SERVICIOS DE COMUNICACIONES
2243;2019-01-15 12:43:59;6;Garantia de Bienes. Art 11  Ley 24.240 - Reparacion insatisfactoria;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2244;2019-01-15 12:44:24;7;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2246;2019-01-15 12:46:42;3;Cumplimiento parcial o defectuoso de la prestacion del servicio - Debito de cargos indebidos no solicitados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2247;2019-01-15 12:50:03;11;Deficiente calidad en la prestacion del servicio;PELUQUERIA, DEPILACION, BELLEZA Y BIENESTAR FISICO
2248;2019-01-15 13:02:52;11;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
2250;2019-01-15 13:10:10;3;Falta de Informacion;Servicios turisticos hoteles, hosterias, albergues, etc.
2251;2019-01-15 13:22:22;15;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2252;2019-01-15 13:23:33;15;Falta de cumplimento garantia posventa;RODADOS, AUTOMOTORES Y EMBARCACIONES
2253;2019-01-15 13:39:47;15;Extravio o hurto de mercaderias transportadas;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2254;2019-01-15 13:44:54;4;Existencia de clausulas ;SERVICIOS DE COMUNICACIONES
2255;2019-01-15 13:55:52;6;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
2256;2019-01-15 14:00:53;6;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240;SERVICIOS DE COMUNICACIONES
2257;2019-01-15 14:03:34;15;No reconocimiento de pagos;SERVICIOS DE COMUNICACIONES
2258;2019-01-15 14:04:10;3;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2259;2019-01-15 14:07:05;6;Cumplimiento parcial o defectuoso de la prestacion del servicio - Debito de cargos indebidos no solicitados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2260;2019-01-15 14:27:27;1;Modificacion baja de senales;SERVICIOS DE COMUNICACIONES
2261;2019-01-16 08:38:48;9;Falta de Informacion;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2262;2019-01-16 08:42:55;4;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2264;2019-01-16 08:51:30;7;Clausulas abusivas o no convenidas;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
2265;2019-01-16 08:58:05;1;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2266;2019-01-16 09:02:03;15;Cumplimiento parcial o defectuoso de la prestacion del servicio - Falta de o conectividad deficiente;SERVICIOS DE COMUNICACIONES
2268;2019-01-16 09:06:20;11;Garantia de Bienes. Art 11  Ley 24.240 - Reparacion insatisfactoria;TELEFONIA Y REDES
2270;2019-01-16 09:13:21;7;Falta o retencion de Producto - Falta de stock;TEXTIL, CALZADO Y MARROQUINERIA
2271;2019-01-16 09:14:01;1;Falta de procesamiento de baja del servicio gastos asociados;SERVICIOS DE COMUNICACIONES
2272;2019-01-16 09:14:18;4;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2277;2019-01-16 09:33:46;14;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2278;2019-01-16 09:34:11;15;Entrega Defectuosa - Producto danado;TELEFONIA Y REDES
2279;2019-01-16 09:40:18;6;Cumplimiento parcial o defectuoso de la prestacion del servicio - Sin Tono/Linea;SERVICIOS DE COMUNICACIONES
2281;2019-01-16 09:41:34;9;Entrega Defectuosa - Producto danado;RODADOS, AUTOMOTORES Y EMBARCACIONES
2283;2019-01-16 09:45:09;7;Clausulas abusivas o no convenidas;SERVICIOS DE CONSTRUCCION PARA EL HOGAR Y COMERCIALIZACION DE INMUEBLES
2284;2019-01-16 09:51:04;1;Clausulas abusivas o no convenidas;TEXTIL, CALZADO Y MARROQUINERIA
2285;2019-01-16 09:51:19;7;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240;RODADOS, AUTOMOTORES Y EMBARCACIONES
2286;2019-01-16 09:51:45;14;Publicidad  Enganosa;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2289;2019-01-16 10:16:52;12;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2290;2019-01-16 10:17:11;7;Entrega Defectuosa - Producto danado;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2291;2019-01-16 10:17:13;4;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2292;2019-01-16 10:21:04;6;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2293;2019-01-16 10:30:19;6;Cumplimiento parcial o defectuoso de la prestacion del servicio - Debito de cargos indebidos no solicitados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2294;2019-01-16 10:35:24;9;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2295;2019-01-16 10:41:45;1;Precios - Precio excesivo;SERVICIOS DE COMUNICACIONES
2297;2019-01-16 10:52:40;9;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
2298;2019-01-16 11:01:35;1;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
2299;2019-01-16 11:06:57;7;Clausulas abusivas o no convenidas;ARTICULOS DE LECTURA Y AUDIOVISUALES
2301;2019-01-16 11:18:15;3;Falta de Informacion;SERVICIOS DE COMUNICACIONES
2304;2019-01-16 11:23:47;6;Entrega Defectuosa - Producto danado;RODADOS, AUTOMOTORES Y EMBARCACIONES
2306;2019-01-16 11:25:25;1;Incumplimiento total de la prestacion del servicio  contratado;SEGURIDAD
2307;2019-01-16 11:33:58;6;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
2309;2019-01-16 11:35:56;6;Cumplimiento parcial o defectuoso de la prestacion del servicio - Falta de devolucion del deposito en garantia;SERVICIOS DE CONSTRUCCION PARA EL HOGAR Y COMERCIALIZACION DE INMUEBLES
2310;2019-01-16 11:37:34;9;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2311;2019-01-16 11:39:10;7;Cumplimiento parcial o defectuoso de la prestacion del servicio - Sin Tono/Linea;SERVICIOS DE COMUNICACIONES
2312;2019-01-16 11:42:22;7;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2313;2019-01-16 11:46:14;1;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2315;2019-01-16 11:54:08;3;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2316;2019-01-16 11:54:25;7;Entrega Defectuosa - Faltante de partes o accesorios;MUEBLES
2319;2019-01-16 12:22:00;15;Deficiente calidad en la prestacion del servicio;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2320;2019-01-16 12:22:56;3;Entrega Defectuosa - Producto danado;RODADOS, AUTOMOTORES Y EMBARCACIONES
2321;2019-01-16 12:32:58;6;Cumplimiento parcial o defectuoso de la prestacion del servicio - Debito de cargos indebidos no solicitados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2322;2019-01-16 12:33:08;6;No reconocimiento de pagos;SERVICIOS DE COMUNICACIONES
2323;2019-01-16 12:35:34;4;Practicas Abusivas - Venta  Enganosa;RODADOS, AUTOMOTORES Y EMBARCACIONES
2324;2019-01-16 12:36:14;14;Cumplimiento parcial o defectuoso de la prestacion del servicio - Debito de cargos indebidos no solicitados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2325;2019-01-16 12:43:30;7;Cancelacion o supresion de vuelos ;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2326;2019-01-16 12:48:05;7;Deficiente calidad en la prestacion del servicio;LAVANDERIA, TINTORERIA Y LIMPIEZA
2327;2019-01-16 12:51:48;14;Publicidad  Enganosa;MUEBLES
2328;2019-01-16 13:04:36;1;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
2329;2019-01-16 13:11:16;9;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
2330;2019-01-16 13:15:45;3;Falta de Informacion;SERVICIOS DE COMUNICACIONES
2332;2019-01-16 13:36:19;11;Problemas de fraude o estafa;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2333;2019-01-16 13:46:15;1;No reconocimiento de pagos;SERVICIOS DE COMUNICACIONES
2335;2019-01-16 13:50:04;7;Entrega Defectuosa - Producto danado;RODADOS, AUTOMOTORES Y EMBARCACIONES
2338;2019-01-16 13:56:25;3;Falta de Informacion;ALIMENTOS Y BEBIDAS
2340;2019-01-16 14:04:50;7;Falta de procesamiento de baja del servicio gastos asociados;SERVICIOS DE COMUNICACIONES
2341;2019-01-16 14:07:03;6;Cumplimiento parcial o defectuoso de la prestacion del servicio - Falta de o conectividad deficiente;SERVICIOS DE COMUNICACIONES
2344;2019-01-16 14:14:17;4;No reconocimiento de pagos;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2345;2019-01-16 14:18:54;6;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240;SALUD
2347;2019-01-16 14:34:46;6;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2348;2019-01-16 14:42:43;7;Entrega Defectuosa - Producto danado;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2349;2019-01-16 14:43:45;6;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
2350;2019-01-16 14:47:26;9;Problemas de fraude o estafa;SERVICIOS DE COMUNICACIONES
2351;2019-01-16 14:48:52;6;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
2352;2019-01-16 14:55:11;6;No reconocimiento de pagos;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2356;2019-01-17 08:46:29;11;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
2357;2019-01-17 08:49:50;13;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2358;2019-01-17 08:50:07;7;Entrega Defectuosa - Producto danado;MUEBLES
2359;2019-01-17 08:51:29;12;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240;SERVICIOS DE COMUNICACIONES
2360;2019-01-17 08:51:41;13;Clausulas abusivas o no convenidas;TEXTIL, CALZADO Y MARROQUINERIA
2361;2019-01-17 08:58:55;15;Cumplimiento parcial o defectuoso de la prestacion del servicio - Debito de cargos indebidos no solicitados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2362;2019-01-17 09:03:35;13;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
2365;2019-01-17 09:13:16;1;Incumplimiento total de la prestacion del servicio  contratado;SEGURIDAD
2366;2019-01-17 09:15:59;15;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240;RODADOS, AUTOMOTORES Y EMBARCACIONES
2367;2019-01-17 09:24:01;15;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
2368;2019-01-17 09:30:24;6;Debitos y/o cobros indebidos;SERVICIOS PUBLICOS DOMICILIARIOS
2369;2019-01-17 09:31:28;1;Cumplimiento parcial o defectuoso de la prestacion del servicio - Debito de cargos indebidos no solicitados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2370;2019-01-17 09:32:22;7;Cumplimiento parcial o defectuoso de la prestacion del servicio - Sin Tono/Linea;SERVICIOS DE COMUNICACIONES
2372;2019-01-17 09:34:58;13;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS DE COMUNICACIONES
2373;2019-01-17 09:36:15;11;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2374;2019-01-17 09:40:10;15;Garantia de Bienes. Art 11  Ley 24.240 - Demora excesiva en el cumplimiento de la garantia;RODADOS, AUTOMOTORES Y EMBARCACIONES
2375;2019-01-17 09:41:48;12;Problemas de fraude o estafa;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2376;2019-01-17 09:52:50;7;Cumplimiento parcial o defectuoso de la prestacion del servicio - No reconocimiento del pago de la cuota o de copago;SALUD
2379;2019-01-17 10:09:23;6;Demora en la entrega del bien;MUEBLES
2380;2019-01-17 10:17:03;3;Garantia de Bienes. Art 11  Ley 24.240 - Reparacion insatisfactoria;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2381;2019-01-17 10:23:30;12;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
2382;2019-01-17 10:31:02;4;Entrega Defectuosa - Producto danado;RELOJERIA, JOYERIA Y TABAQUERIA
2383;2019-01-17 10:41:52;7;Cumplimiento parcial o defectuoso de la prestacion del servicio - Debito de cargos indebidos no solicitados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2384;2019-01-17 10:57:00;11;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2385;2019-01-17 11:09:41;13;Cumplimiento parcial o defectuoso de la prestacion del servicio - Cambios de  ubicacion de la localidad contratada;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
2386;2019-01-17 11:20:22;13;Problemas de fraude o estafa;SERVICIOS DE COMUNICACIONES
2387;2019-01-17 11:30:51;15;Precios - Precio excesivo;SERVICIOS DE COMUNICACIONES
2388;2019-01-17 11:32:13;7;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
2389;2019-01-17 11:48:38;7;Falta de procesamiento de baja del servicio gastos asociados;SERVICIOS DE COMUNICACIONES
2390;2019-01-17 12:09:56;12;Problemas de fraude o estafa;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2391;2019-01-17 12:13:20;6;No reconocimiento de pagos;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2392;2019-01-17 12:19:32;13;Cumplimiento parcial o defectuoso de la prestacion del servicio - No reconocimiento del pago de la cuota o de copago;SALUD
2393;2019-01-17 12:33:57;15;Cumplimiento parcial o defectuoso de la prestacion del servicio - Demora en el cumplimiento de la prestacion;SERVICIOS DE COMUNICACIONES
2394;2019-01-17 12:39:19;1;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2395;2019-01-17 12:54:58;7;Cumplimiento parcial o defectuoso de la prestacion del servicio - Debito de cargos indebidos no solicitados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2396;2019-01-17 12:55:06;7;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2397;2019-01-17 13:12:59;3;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240;Servicios turisticos hoteles, hosterias, albergues, etc.
2398;2019-01-17 13:21:52;12;Baja de efectores y/o profesionales de la  cartilla de prestaciones medicas - No notificados con antelacion debida ;SALUD
2399;2019-01-17 13:36:46;7;Cancelacion o supresion de vuelos ;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2400;2019-01-17 13:54:22;6;Cumplimiento parcial o defectuoso de la prestacion del servicio - Falta de o conectividad deficiente;SERVICIOS DE COMUNICACIONES
2404;2019-01-17 14:05:38;9;Falta de Informacion;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2405;2019-01-17 14:05:48;7;Cumplimiento parcial o defectuoso de la prestacion del servicio - Sin Tono/Linea;SERVICIOS DE COMUNICACIONES
2409;2019-01-17 14:32:40;13;Demora en la entrega del bien;RODADOS, AUTOMOTORES Y EMBARCACIONES
2410;2019-01-17 14:47:05;9;Garantia de Bienes. Art 11  Ley 24.240 - Reparacion insatisfactoria;RODADOS, AUTOMOTORES Y EMBARCACIONES
2412;2019-01-17 15:22:55;12;Practicas Abusivas - Venta Enganosa;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2413;2019-01-18 08:08:54;13;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2414;2019-01-18 08:20:47;6;Cumplimiento parcial o defectuoso de la prestacion del servicio - Sin Tono/Linea;SERVICIOS DE COMUNICACIONES
2415;2019-01-18 08:30:54;7;Demora en la entrega del bien;DEPORTES Y RECREACION
2416;2019-01-18 08:39:42;4;Deficiente calidad en la prestacion del servicio;SERVICIOS DE CONSTRUCCION PARA EL HOGAR Y COMERCIALIZACION DE INMUEBLES
2418;2019-01-18 09:02:26;6;Debitos y/o cobros indebidos;SEGURIDAD
2419;2019-01-18 09:02:42;13;Precios - Precio excesivo;SERVICIOS DE COMUNICACIONES
2420;2019-01-18 09:07:00;7;Cumplimiento parcial o defectuoso de la prestacion del servicio - Debito de cargos indebidos no solicitados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2421;2019-01-18 09:10:50;1;Clausulas abusivas o no convenidas;RODADOS, AUTOMOTORES Y EMBARCACIONES
2423;2019-01-18 09:18:41;14;Debitos y/o cobros indebidos;SERVICIOS PUBLICOS DOMICILIARIOS
2424;2019-01-18 09:19:02;15;Demora en la entrega del bien;CONSTRUCCION Y EQUIPAMIENTO DEL HOGAR
2425;2019-01-18 09:31:03;2;Falta de procesamiento de baja del servicio gastos asociados;SERVICIOS DE COMUNICACIONES
2426;2019-01-18 09:31:25;1;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2427;2019-01-18 09:39:24;7;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2428;2019-01-18 09:40:13;9;Falta de Informacion;ALIMENTOS Y BEBIDAS
2429;2019-01-18 09:48:28;15;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2430;2019-01-18 09:54:19;12;No reconocimiento de pagos;RODADOS, AUTOMOTORES Y EMBARCACIONES
2431;2019-01-18 09:59:14;14;Cumplimiento parcial o defectuoso de la prestacion del servicio - No reconocimiento  de porcentaje de descuento comprometido en la prestacion o en la provision de la medicacion;SALUD
2432;2019-01-18 10:02:00;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
2433;2019-01-18 10:07:19;4;Practicas Abusivas - Acoso;RODADOS, AUTOMOTORES Y EMBARCACIONES
2434;2019-01-18 10:08:54;11;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
2435;2019-01-18 10:12:11;15;Problemas de fraude o estafa;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2436;2019-01-18 10:13:55;12;Problemas de fraude o estafa;SALUD
2437;2019-01-18 10:16:27;13;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2439;2019-01-18 10:24:14;6;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2440;2019-01-18 10:26:11;1;Extravio o hurto de mercaderias transportadas;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2442;2019-01-18 10:33:03;2;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
2443;2019-01-18 10:37:51;2;Producto no apto para su destino - Producto mal disenado;TEXTIL, CALZADO Y MARROQUINERIA
2445;2019-01-18 10:44:27;6;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2446;2019-01-18 10:46:55;13;Problemas de fraude o estafa;RODADOS, AUTOMOTORES Y EMBARCACIONES
2447;2019-01-18 10:50:52;4;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
2448;2019-01-18 10:56:29;1;Problemas con la devolucion del bien o el reembolso de sumas - Restricciones abusivas en las modalidades de devolucion o reembolso;RODADOS, AUTOMOTORES Y EMBARCACIONES
2449;2019-01-18 10:57:31;12;Falta de informacion/ problemas de facturacion servicios de roaming;SERVICIOS DE COMUNICACIONES
2450;2019-01-18 10:58:59;15;Falta de procesamiento de baja del servicio gastos asociados;SERVICIOS DE COMUNICACIONES
2451;2019-01-18 11:03:38;3;Problemas con la devolucion del bien o el reembolso de sumas - Restricciones abusivas en las modalidades de devolucion o reembolso;RODADOS, AUTOMOTORES Y EMBARCACIONES
2452;2019-01-18 11:14:35;1;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2454;2019-01-18 11:18:04;13;Problemas de fraude o estafa;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
2455;2019-01-18 11:22:06;2;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240;Servicios turisticos hoteles, hosterias, albergues, etc.
